iShares Core S&P 500 ETF
Fund Holdings as of,"Jan 31, 2022"
Inception Date,"May 15, 2000"
Shares Outstanding,"704,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"DOV","DOVER CORP","Industrials","Equity","203,482,007.17","0.06","203,482,007.17","1,197,587.00","169.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Financials","Equity","203,463,179.43","0.06","203,463,179.43","2,830,989.00","71.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","201,001,657.15","0.06","201,001,657.15","683,935.00","293.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","200,964,669.36","0.06","200,964,669.36","3,200,584.00","62.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","199,355,125.76","0.06","199,355,125.76","512,323.00","389.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","199,367,350.56","0.06","199,367,350.56","7,265,574.00","27.44","United States","NASDAQ","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","195,960,955.16","0.06","195,960,955.16","948,137.00","206.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","194,084,788.24","0.06","194,084,788.24","7,744,804.00","25.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","193,902,090.99","0.06","193,902,090.99","4,552,761.00","42.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","193,692,386.20","0.06","193,692,386.20","1,608,340.00","120.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","192,846,448.41","0.06","192,846,448.41","3,430,821.00","56.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","192,441,418.48","0.06","192,441,418.48","601,154.00","320.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","191,107,071.76","0.06","191,107,071.76","4,554,506.00","41.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","190,870,777.26","0.06","190,870,777.26","2,150,899.00","88.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","189,065,996.51","0.06","189,065,996.51","1,691,563.00","111.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","186,521,953.20","0.06","186,521,953.20","831,203.00","224.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","185,340,529.36","0.06","185,340,529.36","6,244,627.00","29.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRE","DUKE REALTY REIT CORP","Real Estate","Equity","185,273,707.86","0.06","185,273,707.86","3,206,537.00","57.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","184,214,990.24","0.06","184,214,990.24","8,030,296.00","22.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","182,559,598.40","0.06","182,559,598.40","1,703,776.00","107.15","United States","NASDAQ","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","181,194,284.58","0.06","181,194,284.58","12,031,493.00","15.06","United States","NASDAQ","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","181,009,281.60","0.06","181,009,281.60","1,823,220.00","99.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","180,953,396.64","0.06","180,953,396.64","1,068,328.00","169.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","180,861,380.00","0.06","180,861,380.00","543,944.00","332.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKI","PERKINELMER INC","Health Care","Equity","180,485,811.00","0.06","180,485,811.00","1,048,300.00","172.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","179,755,989.74","0.06","179,755,989.74","3,492,442.00","51.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","178,690,753.12","0.06","178,690,753.12","1,416,382.00","126.16","United States","NASDAQ","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","177,994,520.55","0.06","177,994,520.55","359,505.00","495.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","177,821,866.31","0.06","177,821,866.31","2,726,911.00","65.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","177,674,008.93","0.06","177,674,008.93","10,880,221.00","16.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","177,359,375.82","0.06","177,359,375.82","3,345,141.00","53.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","173,106,793.88","0.05","173,106,793.88","797,066.00","217.18","United States","NASDAQ","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","171,833,357.98","0.05","171,833,357.98","958,838.00","179.21","United States","NASDAQ","USD","1.00","USD","-"
"ABC","AMERISOURCEBERGEN CORP","Health Care","Equity","169,493,681.40","0.05","169,493,681.40","1,244,447.00","136.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","168,923,225.24","0.05","168,923,225.24","1,006,334.00","167.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VIAC","VIACOMCBS INC CLASS B","Communication","Equity","168,763,545.60","0.05","168,763,545.60","5,045,248.00","33.45","United States","NASDAQ","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","166,805,451.12","0.05","166,805,451.12","1,061,914.00","157.08","United States","NASDAQ","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","166,078,820.12","0.05","166,078,820.12","394,084.00","421.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","165,147,026.92","0.05","165,147,026.92","515,891.00","320.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","165,038,943.21","0.05","165,038,943.21","1,558,883.00","105.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","164,985,419.20","0.05","164,985,419.20","414,224.00","398.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","163,284,083.28","0.05","163,284,083.28","1,426,311.00","114.48","United States","NASDAQ","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","162,851,854.10","0.05","162,851,854.10","447,715.00","363.74","United States","NASDAQ","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","162,773,063.52","0.05","162,773,063.52","1,881,552.00","86.51","United States","NASDAQ","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","161,453,509.40","0.05","161,453,509.40","340,763.00","473.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLT","FLEETCOR TECHNOLOGIES INC","Information Technology","Equity","160,366,849.50","0.05","160,366,849.50","673,075.00","238.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEAK","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","159,845,978.61","0.05","159,845,978.61","4,519,253.00","35.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","158,927,006.25","0.05","158,927,006.25","333,705.00","476.25","United States","NASDAQ","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","158,387,235.40","0.05","158,387,235.40","1,348,780.00","117.43","United States","NASDAQ","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","158,078,821.25","0.05","158,078,821.25","3,276,245.00","48.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","158,055,017.89","0.05","158,055,017.89","1,125,187.00","140.47","United States","NASDAQ","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","157,683,644.26","0.05","157,683,644.26","1,501,463.00","105.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","157,429,994.62","0.05","157,429,994.62","1,265,311.00","124.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","155,704,835.16","0.05","155,704,835.16","1,168,692.00","133.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Information Technology","Equity","155,390,599.78","0.05","155,390,599.78","975,949.00","159.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","154,882,418.14","0.05","154,882,418.14","948,221.00","163.34","United States","NASDAQ","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","153,451,901.16","0.05","153,451,901.16","10,250,628.00","14.97","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","152,822,409.97","0.05","152,822,409.97","12,724,597.00","12.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","152,464,200.96","0.05","152,464,200.96","2,368,192.00","64.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","152,353,561.90","0.05","152,353,561.90","1,330,018.00","114.55","United States","NASDAQ","USD","1.00","USD","-"
"SBNY","SIGNATURE BANK","Financials","Equity","151,806,572.53","0.05","151,806,572.53","498,331.00","304.63","United States","NASDAQ","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","151,249,371.60","0.05","151,249,371.60","6,906,364.00","21.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","150,597,703.52","0.05","150,597,703.52","2,086,997.00","72.16","United States","NASDAQ","USD","1.00","USD","-"
"CTLT","CATALENT INC","Health Care","Equity","150,238,817.61","0.05","150,238,817.61","1,445,577.00","103.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","148,421,092.32","0.05","148,421,092.32","1,061,136.00","139.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","148,248,355.00","0.05","148,248,355.00","5,227,375.00","28.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","147,946,703.55","0.05","147,946,703.55","1,330,815.00","111.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","147,934,928.68","0.05","147,934,928.68","523,886.00","282.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","147,840,636.06","0.05","147,840,636.06","2,023,551.00","73.06","United States","NASDAQ","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","145,788,938.46","0.05","145,788,938.46","361,822.00","402.93","United States","NASDAQ","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","145,366,034.88","0.05","145,366,034.88","2,069,562.00","70.24","United States","NASDAQ","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","145,285,820.47","0.05","145,285,820.47","1,867,187.00","77.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","145,124,127.24","0.05","145,124,127.24","27,242.00","5,327.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","144,149,097.95","0.05","144,149,097.95","1,223,365.00","117.83","United States","NASDAQ","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","140,870,461.60","0.04","140,870,461.60","4,052,660.00","34.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","140,077,444.14","0.04","140,077,444.14","1,037,457.00","135.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","139,793,178.24","0.04","139,793,178.24","423,924.00","329.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","139,428,208.74","0.04","139,428,208.74","678,747.00","205.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","138,969,150.77","0.04","138,969,150.77","892,487.00","155.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"J","JACOBS ENGINEERING GROUP INC","Industrials","Equity","138,575,959.10","0.04","138,575,959.10","1,064,495.00","130.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","138,429,894.80","0.04","138,429,894.80","642,545.00","215.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","137,423,703.84","0.04","137,423,703.84","3,216,847.00","42.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","137,334,136.52","0.04","137,334,136.52","2,416,153.00","56.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","136,785,089.70","0.04","136,785,089.70","300,858.00","454.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","136,746,335.60","0.04","136,746,335.60","1,538,204.00","88.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","135,651,692.64","0.04","135,651,692.64","1,800,049.00","75.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","135,392,224.14","0.04","135,392,224.14","1,778,201.00","76.14","United States","NASDAQ","USD","1.00","USD","-"
"BXP","BOSTON PROPERTIES REIT INC","Real Estate","Equity","134,239,336.80","0.04","134,239,336.80","1,197,710.00","112.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Information Technology","Equity","134,213,548.70","0.04","134,213,548.70","400,279.00","335.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","134,055,546.04","0.04","134,055,546.04","2,590,946.00","51.74","United States","NASDAQ","USD","1.00","USD","-"
"K","KELLOGG","Consumer Staples","Equity","134,070,993.00","0.04","134,070,993.00","2,128,111.00","63.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","132,621,828.71","0.04","132,621,828.71","6,694,691.00","19.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","132,004,212.76","0.04","132,004,212.76","1,109,932.00","118.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","131,848,696.44","0.04","131,848,696.44","684,786.00","192.54","United States","NASDAQ","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","130,908,669.99","0.04","130,908,669.99","310,291.00","421.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","129,071,683.60","0.04","129,071,683.60","1,947,370.00","66.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","128,953,612.26","0.04","128,953,612.26","917,297.00","140.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","127,314,515.55","0.04","127,314,515.55","2,010,335.00","63.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","125,977,707.52","0.04","125,977,707.52","1,939,312.00","64.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","125,380,323.90","0.04","125,380,323.90","5,652,855.00","22.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","125,258,101.20","0.04","125,258,101.20","2,859,774.00","43.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","125,067,506.78","0.04","125,067,506.78","1,815,994.00","68.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRO","MARATHON OIL CORP","Energy","Equity","124,723,729.68","0.04","124,723,729.68","6,405,944.00","19.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","124,344,005.42","0.04","124,344,005.42","2,077,247.00","59.86","United States","NASDAQ","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","124,140,394.41","0.04","124,140,394.41","329,801.00","376.41","United States","NASDAQ","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","123,617,922.48","0.04","123,617,922.48","1,816,308.00","68.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","123,605,689.16","0.04","123,605,689.16","1,128,716.00","109.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","123,206,466.24","0.04","123,206,466.24","897,483.00","137.28","United States","NASDAQ","USD","1.00","USD","-"
"NLOK","NORTONLIFELOCK INC","Information Technology","Equity","123,152,538.15","0.04","123,152,538.15","4,734,815.00","26.01","United States","NASDAQ","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","122,828,951.65","0.04","122,828,951.65","3,074,567.00","39.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","122,436,645.85","0.04","122,436,645.85","394,715.00","310.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","121,689,507.84","0.04","121,689,507.84","1,184,672.00","102.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","121,490,222.66","0.04","121,490,222.66","5,007,841.00","24.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAP","ADVANCE AUTO PARTS INC","Consumer Discretionary","Equity","121,344,114.42","0.04","121,344,114.42","524,142.00","231.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","121,221,601.32","0.04","121,221,601.32","804,764.00","150.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","121,119,498.36","0.04","121,119,498.36","2,160,148.00","56.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","120,480,750.61","0.04","120,480,750.61","2,194,949.00","54.89","United States","NASDAQ","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","119,237,214.51","0.04","119,237,214.51","2,312,143.00","51.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","117,989,850.18","0.04","117,989,850.18","3,319,917.00","35.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","117,938,370.38","0.04","117,938,370.38","1,586,686.00","74.33","United States","NASDAQ","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","117,770,984.10","0.04","117,770,984.10","1,098,405.00","107.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","116,098,203.00","0.04","116,098,203.00","1,051,900.00","110.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","115,500,238.72","0.04","115,500,238.72","2,693,569.00","42.88","United States","NASDAQ","USD","1.00","USD","-"
"ABMD","ABIOMED INC","Health Care","Equity","113,391,881.63","0.04","113,391,881.63","383,249.00","295.87","United States","NASDAQ","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","113,247,517.55","0.04","113,247,517.55","2,385,665.00","47.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","110,964,586.56","0.03","110,964,586.56","322,122.00","344.48","United States","NASDAQ","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","110,385,760.76","0.03","110,385,760.76","2,095,004.00","52.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","110,356,669.15","0.03","110,356,669.15","1,054,531.00","104.65","United States","NASDAQ","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","110,328,540.00","0.03","110,328,540.00","2,402,625.00","45.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","108,214,116.76","0.03","108,214,116.76","2,664,716.00","40.61","United States","NASDAQ","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","106,915,482.36","0.03","106,915,482.36","902,012.00","118.53","United States","Cboe BZX formerly known as BATS","USD","1.00","USD","-"
"CTXS","CITRIX SYSTEMS INC","Information Technology","Equity","105,767,948.94","0.03","105,767,948.94","1,037,551.00","101.94","United States","NASDAQ","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","105,754,153.68","0.03","105,754,153.68","509,364.00","207.62","United States","NASDAQ","USD","1.00","USD","-"
"WRK","WESTROCK","Materials","Equity","105,581,814.16","0.03","105,581,814.16","2,287,301.00","46.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","105,325,782.06","0.03","105,325,782.06","175,622.00","599.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","104,918,440.40","0.03","104,918,440.40","499,160.00","210.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","104,436,706.78","0.03","104,436,706.78","898,303.00","116.26","United States","NASDAQ","USD","1.00","USD","-"
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Industrials","Equity","103,703,488.29","0.03","103,703,488.29","1,101,237.00","94.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Information Technology","Equity","103,335,719.90","0.03","103,335,719.90","615,790.00","167.81","United States","NASDAQ","USD","1.00","USD","-"
"SEDG","SOLAREDGE TECHNOLOGIES INC","Information Technology","Equity","103,139,492.98","0.03","103,139,492.98","432,959.00","238.22","United States","NASDAQ","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","102,307,493.20","0.03","102,307,493.20","1,517,240.00","67.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","102,223,719.08","0.03","102,223,719.08","902,558.00","113.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","102,169,342.75","0.03","102,169,342.75","1,142,195.00","89.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMA","COMERICA INC","Financials","Equity","101,052,079.24","0.03","101,052,079.24","1,089,158.00","92.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","100,977,894.72","0.03","100,977,894.72","1,091,889.00","92.48","United States","NASDAQ","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","100,391,005.08","0.03","100,391,005.08","5,789,562.00","17.34","United States","NASDAQ","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","100,386,760.50","0.03","100,386,760.50","1,188,009.00","84.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","100,258,499.25","0.03","100,258,499.25","3,018,925.00","33.21","United States","NASDAQ","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","98,888,528.06","0.03","98,888,528.06","1,413,097.00","69.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","97,590,336.50","0.03","97,590,336.50","1,635,775.00","59.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","96,583,541.11","0.03","96,583,541.11","3,106,579.00","31.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RE","EVEREST RE GROUP LTD","Financials","Equity","95,808,471.20","0.03","95,808,471.20","338,068.00","283.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JNPR","JUNIPER NETWORKS INC","Information Technology","Equity","95,476,231.08","0.03","95,476,231.08","2,741,994.00","34.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","94,795,741.25","0.03","94,795,741.25","1,321,195.00","71.75","United States","NASDAQ","USD","1.00","USD","-"
"LUMN","LUMEN TECHNOLOGIES INC","Communication","Equity","94,776,306.96","0.03","94,776,306.96","7,667,986.00","12.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XRAY","DENTSPLY SIRONA INC","Health Care","Equity","94,411,089.12","0.03","94,411,089.12","1,767,336.00","53.42","United States","NASDAQ","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","92,594,880.58","0.03","92,594,880.58","3,173,231.00","29.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
